username,hashtags,retweets,url,punctuations,sentence_length,emoji,label
95a0c7c95d79bfa9b84248e928f99634,194,75,103,15.98,14.04,50,bot
21fe74c44cc8e4043cb32f26b13e4c92,7,17,1,3.44,13.85,0,bot
892e90f9ca13b13b26b18936679b608a,7,20,3,3.66,14.31,9,bot
d373af51f42f2d2a514f765312a3c14e,14,22,0,3.36,13.11,6,bot
425f1a9b72e32193c4189f2dd1cd8ca0,11,15,0,3.42,14.55,4,bot
513d67f1fdd32cf414cd92630f7d0f7d,4,17,0,3.17,13.9,2,bot
d55ada9e6ffe7664d8bdd23eab93169e,12,22,0,3.79,12.79,29,bot
f3fe7b2a88dd134dfdac0779fcfc7e02,2,18,1,3.33,13.62,4,bot
7fc99ef4c311b75a73c186f561b3a1e5,13,23,2,3.64,14.37,5,bot
3d5e9ab2f9f92c7aae0c3f9b48096691,6,7,0,2.88,14.03,3,bot
ffd37e7c8f3489b0ef480a59669e32c4,7,17,0,2.84,14.42,0,bot
b4c0cfe7f39c138267cf831a0fbbf15d,292,100,48,13.38,16.76,274,bot
5800b49022b2fae6d1e9df2c489c7a7c,304,100,58,12.87,15.59,140,bot
8f248e4848bb359d811b314621ceb62d,290,100,53,12.46,16.09,110,bot
8419b06b0db16f48948ef1d647d988ea,308,100,55,14.02,16.2,242,bot
32fe540e7945c57ad1939f133fdeef4a,313,100,66,15.21,15.68,327,bot
93262b6c23680bc86be98d8e91ba8973,308,100,44,12.86,16.28,232,bot
82e877f1545a70b5b4475f18e9e5dba6,326,100,45,13.59,16.92,243,bot
e69d68268d2142e512c4ba410f69097a,323,100,51,11.9,15.79,112,bot
9bd1434318e174d10b9373d9773d5ca5,310,100,47,13.35,16.29,237,bot
abeefb49d2f13e2feceb185c67b8a460,300,100,55,12.34,16.08,134,bot
e9bc98e756e2deb18a9bc4f52f5251cb,0,0,49,4.89,12.54,13,bot
abba28a113a0e5ba650221053369a0df,0,0,45,4.82,13.05,3,bot
37e8b12dd334cd41aba84f2ddba167ed,0,0,52,4.75,12.49,4,bot
783ce455ed2c819c3d8c66cd2b2d1a1d,0,0,45,5.04,13.32,6,bot
c7e3a36c81887e9b536a06e36a62dde2,0,0,46,4.99,12.58,4,bot
be462732bb9988acb9375ba48a7d46ff,0,0,44,4.84,12.5,2,bot
8fb406177466b4fe637ee78c7d06dbaa,0,0,51,4.86,12.62,3,bot
c62e86aaed3a210679e0332925e488ea,0,0,48,4.37,11.71,8,bot
3acf48fbdef25df200b58cee22d76bc1,0,0,46,5.15,12.48,3,bot
56bdafb6e5eea09a8d26a0f9c1e68012,0,0,48,4.97,13.02,6,bot
f04f6278a506dfd4e064b9c654267ddc,0,0,1,6.04,13.01,0,bot
a86b6de0adebd8ff2419a7e957de048b,0,0,0,5.95,12.62,0,bot
f7cb432a3734a73cf3441b2d0e26763e,0,0,0,6.04,12.46,0,bot
33fb07defd6d055831a62f57fb6b164c,0,0,0,6.01,12.57,0,bot
50d63882481b3effce91a0d37fc20c28,0,0,0,5.98,12.89,0,bot
710a29c5fdd24f6b9c173c1938cf873,0,0,0,5.96,12.71,0,bot
a4bd01fc404619ed8a2b6567b30d1275,0,0,0,6.08,12.85,0,bot
d9f7b925d205d23955f35fa2e34affb2,0,0,0,6.16,12.9,0,bot
9c00de546591f4810cb95a38049de369,0,0,1,6.18,13.04,0,bot
cae6669ca2dcf8df0ea8bc305c940015,0,0,1,6.21,12.88,0,bot
3124f4d7e3b4e4945adeb932979c646c,0,4,4,6.61,18.14,8,bot
650d0546f20f45603014164bc7b488a1,0,14,2,6.5,18.88,9,bot
54a3a3eaaa01a1ba19137571de6dbb48,7,20,8,6.39,17.42,7,bot
c12340df635fd9a74c1e1e1d3e445c02,5,10,4,5.82,16.96,8,bot
415bd4f7f16d9227fcca2c4cfb036c5d,7,17,3,5.96,17.29,13,bot
dbaa2401c8fee86d037c5b6b05b30b86,15,103,8,7.23,17.36,21,bot
72650505d8c2e1c436e1349b33785ee9,30,40,23,7.34,15.15,65,bot
8556d5c8d811ac3930488daa142f5293,12,13,51,8.13,13.52,48,bot
3ebfe8ab4040127cd27496690fd7cc1f,16,9,49,6.78,10.92,29,bot
b11e55f2a6450846a919c9e523574e3c,6,11,81,7.9,11.1,18,bot
90f5cd2afa32a3514722f416cce6d144,11,6,91,8.66,12.05,26,bot
440090839fe0c8e140ca64bb02300f15,21,4,90,8.03,11.3,13,bot
f867daeb02c168fd87913673f2ee0129,12,11,85,7.56,10.56,17,bot
e90ffdefbd8c7b38e8a9d77cfed09955,45,33,61,7.57,11.65,32,bot
657f5281aa3a19bc8246a8ee200edd4e,25,18,89,8.06,10.13,48,bot
d2714baea6ae28a28f9129919b8997c2,126,0,0,5.76,16.06,12,bot
3170849ddb7403356bf0260868fb784,121,0,0,5.46,15.15,14,bot
2a3eaa01a8636735cba88ad88e261a63,129,0,0,5.43,15.27,41,bot
a9e4fdebd5721f9df1bceebd76ffa14f,133,0,0,5.86,16.14,29,bot
42d3f19090be3133378e7776d616bf95,118,0,0,5.19,14.16,16,bot
eac3c697710d63c68a9c7f79535bac06,112,0,2,5.58,14.62,17,bot
4aa876d23c3b4e07082557496dc7a5d,131,0,0,5.66,15.6,17,bot
eb4cb583020e24eef37395826cd19276,120,0,0,4.88,14.15,24,bot
fb432d1969083e5afabe0e56ce1aaedc,123,0,0,5.37,14.3,21,bot
c4dc3f78b8ef0938e7a1c95981159fbc,114,0,0,5.07,15.38,25,bot
b39ec6203143bbb8f487bea936a72002,7,12,12,5.69,12.82,4,bot
6cbbdafca539cd662d027d218c386207,0,0,8,5.04,13.49,0,bot
581dffe882cc8f0d1a8e5231991a5b9b,13,0,16,5.5,13.46,0,bot
1c77b837a7305e4004f1c0994f451027,21,1,8,5.12,13.38,0,bot
6cbd13047137c02bea0c7fce8a69762e,7,0,4,5.91,14.62,17,bot
2ea9ea0551c3dcf55f7ebed51a70958a,2,6,43,5.7,7.94,27,bot
45da245c14475aa4a938e89aa5057d96,1,6,31,5.92,11.19,3,bot
c4b9c05b0ff8415a14870ccd697f48dc,1,6,9,6.64,14.55,5,bot
bf7798f96fc2115028c6170798504312,3,2,19,5.86,11.89,7,bot
f621f23bba9a8034f51c43e680a0698e,0,3,14,6.16,13.02,9,bot
f71c345492d7c146f17534366173a079,298,0,100,14.02,15.57,2,bot
ccce28279c2933d9637efbd92228682f,439,0,100,13.03,15.71,0,bot
53a135e12a38d0d49e2bc4947a6e1391,425,0,100,13.7,16.55,0,bot
c072d4c790fd8e2bfa5599b88fafe562,436,0,100,13.39,16.63,0,bot
2587454e931dfa36e09827556d5a3c09,378,0,100,13.31,15.77,0,bot
c2611c981811b53d712fbaf7a78025e1,0,0,191,10.28,5.73,11,bot
84d041f27e8a5d8eac4ad6805e0fbf61,0,0,187,10.1,5.92,22,bot
65dd791fdfd1a0fb864c21fb1b64c06a,1,0,187,10.06,5.8,13,bot
d040c5608f0f283a4498ee83a7c160fc,0,0,192,10.29,5.72,13,bot
e606c2689a623c24800a5351bf338105,0,0,180,9.59,5.57,10,bot
191dd32d4303d01598040d4843fb63dd,0,0,186,9.96,5.83,5,bot
2d5e88c741821d499e2815982b1064da,2,0,193,10.54,6.12,12,bot
9c0d5cbb020cf83ccdb24354e9e3a179,0,0,182,9.85,5.9,17,bot
db78b82a6c25319729cd94fa224a760d,0,0,196,10.46,5.85,8,bot
b990427fc8516dfedecbf689e5ca2e81,1,0,191,10.23,5.45,10,bot
723049696f74eb4638773dbce217e0ef,0,0,100,5.27,0.27,0,bot
eb9a03bd07bd70110316504734584f0b,0,0,100,6.32,1.29,0,bot
80fa7c3775828cd8e47371ffd7d4aaaa,0,0,100,6.53,1.5,0,bot
b29eb15e79151d2143af0c8bee5ce9ca,0,0,100,6.49,1.47,0,bot
a7a184565dc01a4e2f5a41399379e69a,0,0,100,6.5,1.5,0,bot
d0fcb5a6cddb2918c3b9b1372e120a2,0,0,100,6.28,1.26,0,bot
c1e414f7452db73bd8a72ebf03bb51cb,0,0,100,6.47,1.47,0,bot
ad1e80e79dcef2977b7a65362cb353dc,0,0,100,6.51,1.5,0,bot
99449f8a82aa8b09b30bf092a655b530,0,0,100,6.49,1.47,0,bot
c10571260b6d47f232150c7605af8427,0,0,100,6.51,1.5,0,bot
667d8b10c1a58ff26b9a7ae4b716a917,0,0,43,4.85,13.64,5,bot
ff08ca0d316300123da472d737c49040,0,0,47,4.6,11.96,3,bot
695acf1e67f756255777ea65df123e73,0,0,44,4.64,13.01,2,bot
2c31fbd0da0b9e70be75fbfc78cb6600,0,0,50,4.63,12.88,5,bot
d04ff5c84689eb00947b16e8b12e675c,0,0,51,4.69,11.95,1,bot
2d9d620c34bc4d0a77c70794e87f28cb,0,0,49,5.12,13.45,2,bot
c28daad5654b94af43bbf1c77e47f68c,0,0,46,4.75,12.6,6,bot
8fdc292492b33becbc020fd74aa66f4,0,0,39,4.49,12.8,10,bot
99432ec828270e93629793ca8608d91a,0,0,58,5.13,12.32,6,bot
3a5ffc97f606185393d8f989b10146d6,0,0,47,4.61,12.61,6,bot
430c5736c9ef5dbfe850198d86098135,0,0,60,5.32,12.56,5,bot
fcf99fab72c1645475ff700edbd96ef9,0,0,51,4.77,12.14,4,bot
eac5b21e0200e0ddfb39239d78436d5e,0,0,35,4.55,14.17,3,bot
3f5f11db416077cda97a371b17753c15,0,0,48,4.46,11.47,6,bot
45099cc6762ec0842f5ff15e44f2b05e,0,0,42,4.52,12.69,4,bot
8f66804486eeebd9c9b99b6d7d6f6dec,0,0,40,4.73,12.88,3,bot
7f62eab83cbed3904a84f71364fc54e7,0,0,49,4.82,12.98,1,bot
4837c82c8bdfb9e27c02e551679c1c25,0,0,47,4.82,12.65,3,bot
e076bd62e4d80ab2f6187a884c3b5980,0,0,35,4.63,13.92,5,bot
216ca81b6c33e0edbe28127fc42672be,0,0,51,4.93,12.22,6,bot
ac402f2b6a3c6ba1ab119512cd92f3bc,0,0,1,3.78,17.74,0,bot
5a6669e50ae876dbb613ceee49d72830,0,0,49,4.65,11.91,8,bot
5e68d730987ec1510eb46e760725f7e4,0,0,44,4.64,13.44,8,bot
5e336137a35f3cb3ffe2fa38641ca5fa,0,0,49,4.94,12.74,6,bot
20431a30ed982eaddae3f8ea344c9761,0,0,47,4.95,13.07,2,bot
8ac4478fca5ffcd66f019db304b6b218,0,0,43,4.42,12.52,2,bot
64ff6fc65c4d6e4c2fa08a422005c7b7,0,0,45,4.82,12.82,6,bot
d4a39ed8a9c1e2642d6101ea4917552a,0,0,42,4.77,12.63,3,bot
23cb4b9070bdf6e31963fc0ef0d684ef,0,0,49,4.7,12.3,9,bot
a9ccf6b1336079660f8d0921bfb63372,1,0,54,5.42,13.06,2,bot
e8c6dedf1e0734421f7f3d2f2c433c66,0,0,46,4.68,12.85,6,bot
315dd161b75ef73cf60867538bc26cc2,0,0,100,11.49,13.56,2,bot
1712029fa9440807a2117c503d663847,0,0,100,11.35,13.28,0,bot
c389f5bba9a52f9c3d4dee20b8e9f453,0,0,100,11.47,13.06,21,bot
7dd2ef1de36acc128a848c8c5b0a4d3,0,0,100,11.53,13.06,0,bot
d83c7610543cb49acd9d6edff7afc557,0,0,100,11.61,13.18,3,bot
f647194fa3cb249ad57affe1df7f6c97,0,0,100,11.55,13.39,1,bot
3dc00b504be8ff4a0f9fd6701212366,0,0,100,11.63,13.39,2,bot
6af331d5e4145f7d8e3af0709570dedb,0,0,100,11.53,13.33,2,bot
daf1cb10e2edbc92dc23c924db8191d8,0,0,100,11.5,13.04,1,bot
e535590906f06a62c62690ed37ff522,0,0,100,11.55,13.22,1,bot
a4dd4925914fe07360ddc515e0e1d52f,0,0,0,0.12,3.17,0,bot
d9152f107e36a784e6ad1b316203f01d,0,1,2,0.23,3.59,0,bot
d49be472020f85b612da11a2d7d89f35,3,0,0,0.11,3.11,0,bot
7a6b58a910ad95d14b59d1ff6f960a50,0,0,0,0.13,3.27,0,bot
5cc86f0baa1bab77c966e3e933f6db35,0,0,0,0.14,3.17,0,bot
8cfb81a6970c9069c841ce134baf15f5,1,1,2,0.21,3.65,0,bot
16fa33a8a4373b56285aacb6a09dd72d,0,0,1,0.21,4.12,0,bot
cf8fe81c7872d7d834cd9def439a0981,0,2,2,0.28,3.48,0,bot
b9562180b28943dd267463960201b3ab,0,2,3,0.3,4.65,1,bot
5827bc85aaae9264ba9631edd9f3639a,0,2,2,0.24,4.66,1,bot
63337985723d1f4bf3caf759ea11d693,0,0,37,4.64,13.99,5,bot
8db1004ec802f88e02a5a93efa1682a5,0,0,47,5.24,12.98,3,bot
5c54d581bed9be4b03440a1d6523d19,0,0,46,4.65,12.97,1,bot
68672356fae13b2c2a7bb690c1c7f672,0,0,39,4.96,13.75,4,bot
2db817b54c37727524a6d9187781757c,0,0,42,4.63,13.46,5,bot
7c8739c9fc9b7a47f6f956ae02592297,0,0,46,5.11,13.15,6,bot
6042abb6ae2897101443b77da1bf4d18,1,0,38,4.66,12.91,8,bot
269fe3bd22b0ac252c3557338edba9a2,0,0,47,4.56,12.38,3,bot
7c64ac28a856b356a525ba9ebd395995,0,0,47,4.66,13.04,0,bot
724f2b60af0bc2f1332b40c53f7a1b35,0,0,46,4.78,13.19,6,bot
d6573c4552109975202abd85659307ab,0,0,45,4.64,12.94,5,bot
64673a899b73c574e589ef0fe3f7d421,0,0,40,4.5,13.33,4,bot
a3fbd41fe502077446a98c2dfcc78987,0,0,46,5.0,12.91,4,bot
f130569a3b63b7d5590159afb8bb8bdb,0,0,50,4.92,12.65,12,bot
27c105b79821c6183c9d7a7eff84d548,0,0,54,4.89,12.17,11,bot
2ead2be5e2a767ff12e931475759945e,0,0,47,4.69,12.19,2,bot
9dc76a3fc5f0edbed4fa2f26c712a932,0,0,46,4.74,12.23,3,bot
d4f4966de7c8872e0397601c758949de,0,0,41,4.68,12.82,3,bot
f3c1b8db693df2b5c3de19c2ec941582,0,0,49,4.94,12.89,4,bot
a4e7e1d994388da33994796c125dc1d7,0,0,42,4.8,12.55,6,bot
bf0975cb529ac583e11535541001ce9d,1,0,300,23.0,12.67,4,bot
8f2c2cf696f60fb8ec4747771d4f0fc7,15,0,15,6.41,14.1,127,bot
5436789952b801369e975b6b5552cda,4,0,4,5.85,14.56,130,bot
ad24ff15414362baaf498f58ac51457,1,0,9,6.02,14.92,126,bot
be75dd88e8e13182ea5029f93709dcc7,4,3,6,5.62,14.53,131,bot
597284527e084d7d95d62d665291fcd9,8,0,13,5.94,13.81,130,bot
da8c3f13cc66a4be198be4917981955b,0,0,11,5.72,13.93,140,bot
4cf45c99cfa92c181b55e7474a63af8f,0,0,13,6.08,14.43,122,bot
d37b5f26396857be1c19b988b7652147,0,0,5,6.18,15.04,156,bot
7183fcc7245a56a10ad4c362d06ac131,1,0,4,5.58,14.88,108,bot
ca0cfcc9f775d6a41c3bab0b9fbbec79,0,0,7,5.67,13.2,118,bot
9698310fc63124d92c7f5dd8d12a3008,0,0,23,7.26,12.74,0,bot
74e6ad304ea98a05297a755399f8546f,0,0,29,8.45,13.42,0,bot
88cd56e1f5223a210256d9b6f1b0494a,0,0,24,7.58,12.86,0,bot
b92fc26b2d11bf24f87d1d513217b49e,0,0,28,8.89,13.3,0,bot
bd61cd9d259f8e6e4521859576bf6f40,0,0,26,8.27,13.19,0,bot
4bf3b71904545a3624d180f9ae6746b4,0,0,24,7.73,13.1,1,bot
4d1be4edd9e5317409d058cc1dc2761d,0,0,25,8.36,13.27,0,bot
b46d673b16685b07f0bb49ed8f721496,0,0,26,8.08,12.93,0,bot
6d27ea983fdd9ab93f376e883e468845,0,0,29,8.47,13.32,0,bot
b41580db5b42ac8b3b7d6c855517f8ab,0,0,21,6.64,12.51,0,bot
916c74f86cd28ca8a580a7935e242588,4,0,194,19.44,38.51,202,bot
746619762386b97acf0d214f90cb436,0,0,202,18.47,38.55,166,bot
d0aab41400944dc50ad30928b6c9ddba,0,0,195,17.45,39.3,130,bot
95976e413e160c8d13e01702cea482d2,0,0,203,18.46,38.56,136,bot
e6161e3de84f4a58202bfa4218feb071,0,0,202,18.73,38.23,191,bot
abc4b516c4eb9f030faf2b437fda4338,0,0,199,17.21,38.04,81,bot
bd080e110bbd6c0ea3fd0dde1c7c06e2,2,0,204,18.65,38.12,130,bot
dc3d18d67c64f8a6b4ab8479aeb0eba1,0,0,203,17.92,38.22,102,bot
251433b36b3ae9403078dd90889c5e1f,0,0,196,18.84,39.23,182,bot
80a10908fde09d8beeddc5578977e3c4,0,0,207,18.39,38.48,140,bot
50d558d3f10bc4ee35ee5ad94635eb2f,19,0,0,0.8,3.35,0,bot
a58cc2256c24673a579d7529013579ee,0,0,51,4.78,12.76,3,bot
c8d21c33e94947f2e6770e78165504f3,0,0,43,4.75,12.62,1,bot
438e896872b5c60a6f8e32c8875a4fa8,0,0,43,4.56,12.57,3,bot
b8a3c07cc64305cefd97cab333abb2ad,0,0,55,5.02,12.16,1,bot
bc41e0ba03098f6668860881e6b15d9c,0,0,54,5.54,13.2,2,bot
ef4b3d487a9c25837a4299c6ef38789a,0,0,40,4.95,13.03,6,bot
c4510b83517322b58ee66978271d9bd7,0,0,49,4.77,13.31,1,bot
7ebade859bf4fe90d379546fedf68bc5,0,0,53,4.85,12.29,3,bot
f40c19c514096151832333a74f49f0f6,0,0,44,4.67,13.18,4,bot
ba7c85c2d4ffac7ac320736204cb6841,0,0,36,4.51,14.15,2,bot
4fd0df114acfb17f9efd2b6c0d4de10d,0,0,200,12.36,8.89,59,bot
606609680636a2def4f6bc8bd30ef3f3,0,0,0,1.39,9.96,18,bot
6df0c59eefc40c1bd8fb7ad6ecfe8032,0,0,0,1.6,10.32,36,bot
8c50ce39d9bba170e7b4c58144b475b2,0,0,0,1.68,10.78,41,bot
9f20686f21ee19f1e58f7f0f18c49309,0,0,0,1.41,9.79,24,bot
6ed522be409cae47e4dd13b03edbe7ca,0,0,0,1.65,10.67,43,bot
c81ecca043f56fc5e3c24305638cbf42,232,0,100,9.22,8.18,6,bot
a47081f44ab10a93ed167876366f5e58,174,1,85,7.67,8.39,7,bot
636d334f23df7444bbccf1499ba32ab3,204,2,95,8.97,9.98,12,bot
3fcb60249636f5dd2bdd42d2df8125f7,172,3,98,8.35,8.6,4,bot
fbb8878ab14df3fbb53f9250432797eb,108,0,100,7.02,7.68,6,bot
77782e0a2d497b05d75b60dec9ae6d95,0,0,3,3.62,13.72,3,bot
39b66fdc07510bc9429c23a0512792bb,1,0,3,3.77,13.91,0,bot
5d699142f7074c033946b24504e6ea7e,1,0,3,3.72,14.96,0,bot
98daa1be90efbe484a3b9dffaee4636c,0,0,3,3.7,14.25,0,bot
50b25c6bba834638bc39c8ddd9af4f5f,0,1,1,3.68,14.35,0,bot
8c39f8455e102bdabf9d4cbbb3c64dc6,0,1,8,4.05,14.9,2,bot
5981ba223691362427ea3707acc9da09,4,3,3,3.98,14.95,3,bot
4606f3fd1136327118b4f2fc3f0233e5,1,13,11,4.51,14.21,18,bot
253ec690e7adaf3b69fdca6e7654a0a8,0,3,5,4.05,15.34,4,bot
70bcb78a4cd2577e18168c65276a79bf,0,3,7,3.9,15.45,4,bot
267bb9fa690aa8dd2eb22f8faff02a1c,5,0,185,21.02,35.6,338,bot
d2f645cca7c2323e0bb771a86ae32cf0,8,0,185,22.38,34.93,224,bot
d04077b058b6b4c721bf0fad0790dcee,4,0,197,23.42,35.61,241,bot
8b7541a341260f06ee00ee17f0020b70,4,0,192,22.15,37.42,363,bot
2b16111088c646518e203a5a96b975b6,6,0,192,23.01,36.07,224,bot
50b3e40d0c64ec11d57414eb748c31bd,5,0,183,22.04,35.24,356,bot
894d6070934418c3a27d43ddc97ee8f3,5,0,182,21.88,35.94,297,bot
61f8040d619b89bc427dd6fa8df1fd63,9,0,194,25.12,36.21,316,bot
4326bbadb4582cd14ee2fb739309329f,1,0,182,21.46,36.14,258,bot
63a8677c613fa0609093d2978605724d,2,0,196,20.89,35.56,245,bot
4e50aa17e3bb1ed8b74820cae88466dc,15,15,21,6.95,15.33,3,bot
ba49a9e8b57f5c957c786f16cc56572c,21,12,21,7.0,15.56,0,bot
1a96a152629a48c236ff10b05188785f,19,15,19,7.1,15.1,0,bot
9b6e85dcadef3bdec3ba833f7c6aae8a,12,5,13,6.56,15.04,0,bot
7e09d5209e62063a787592c27c11d6ad,11,7,15,6.62,15.56,5,bot
81ee01cf209b2f2e869cad5e72e36e12,20,19,19,7.17,15.06,4,bot
f2cfc02f0fd0a7d185e45b62af30e435,11,11,13,7.61,14.32,5,bot
f2a3720ab3b945fb33dbf3f851acb5b5,6,9,9,7.34,16.17,24,bot
acc6f97c4bab7be96c5b049d40b7b847,1,6,13,7.38,15.43,20,bot
671cd2ce64658c1ea99737bca65370ba,3,7,13,6.52,14.47,12,bot
3ea3e6bc7ea7c398ebad82ecbbdd43d1,447,0,153,19.24,20.87,522,bot
256959310fd28639bfe78c0f5c245c30,564,0,128,23.2,37.08,510,bot
e8df2639214bf53b7abfc5f12bc606fe,627,0,104,21.83,38.51,449,bot
9eac69515ddbe1e10469ec977597af2a,612,0,100,22.14,37.38,491,bot
6ca9b8be2e7b9e9c9388bd4d238b376a,616,0,101,22.16,37.53,489,bot
4e3e39f12de34fc151792a220c114024,603,0,107,23.77,37.83,468,bot
665043b8e7a87efc8f623380f11abb61,602,0,100,21.59,36.99,468,bot
8eeafe00c75826d99dc04eadd509c6c9,606,0,102,21.32,37.22,466,bot
28f8628a38651400ce3b99e53441f582,468,0,100,21.99,37.38,649,bot
668b1af86130abefc67ea2c7f394c8fd,300,0,100,23.06,36.05,834,bot
4178cd88527b239412c3ac7071b1d183,7,0,199,19.2,38.42,199,bot
d6644bf2c4117ca98e989b626a654846,0,0,191,18.44,37.69,184,bot
104eee2839f69f59af377fec70eaaf7b,6,0,185,18.27,38.47,165,bot
85d48ba7d4e5fbc6705180f6475a2802,14,0,197,18.6,37.43,178,bot
57c4d12665d3eb2ee5d5a9cc8656e0d0,7,0,199,20.86,38.37,192,bot
a1ac58a7a61d3971efbe9bd63701b582,8,0,198,20.2,37.06,223,bot
aa0e55d69159164d366f50e73016bbe6,4,0,191,19.16,37.97,206,bot
a512bd0db4483ae2d78b6ea93cc71592,8,0,201,19.35,37.84,168,bot
c0507bdcb9e52c001aeec8899c735052,26,0,220,21.91,37.74,236,bot
cec85a15bc50795fe8dbb11ca76e59ba,10,0,194,19.57,37.89,212,bot
c9e99667b6fbfbcf0ced7b453e6c0c1e,646,0,117,26.72,35.45,375,bot
2d279e25b2bd98df381ca68690045c0b,611,0,116,25.06,35.03,342,bot
5f5dafdd02b4db3d9969139518436551,622,0,117,24.83,35.7,348,bot
b722801248e599e686b2dff67caeea94,622,0,123,25.15,34.69,378,bot
ecdcbf6900c095cb7bc29ad01f8e3eb6,117,0,183,23.38,36.53,234,bot
6a9faff532f41ba0d4e6fc611dbade76,10,0,199,22.39,37.07,179,bot
6307555f2ec63cc05b245b834057f0e8,184,0,177,25.18,36.7,251,bot
b6a09485726019eefe4402a153be97b6,550,0,126,24.93,35.11,328,bot
6d32259c3cc0ece0d40626309a388e38,414,0,172,24.1,34.23,297,bot
a5fdcde6968105997e98b20164e18bef,8,0,193,22.18,36.54,221,bot
b34602b9ea2f4103fd2ced5b0fbc9463,11,0,172,15.61,32.19,179,bot
50715be5aaa2abb428d8713214f762a9,5,0,172,15.57,31.82,160,bot
be5337864e08d47c94a2ba63e5ed821c,6,0,175,16.02,31.02,173,bot
7c543df280ff7a715e653f244440c4f1,0,0,171,15.52,31.23,177,bot
fdfd43c7b52f80129f64ee166f8e119f,0,0,178,15.8,32.76,175,bot
dfa9a71c5f20aad97ef0e63d8e910966,5,0,179,15.27,33.74,169,bot
87e387553c371a700721ceea2c2a79b1,4,0,178,15.76,34.23,167,bot
4eeaf70a900557d781c78397f0f51d15,7,0,186,16.85,35.64,187,bot
e5e4506b9b04a1219bc9b40830b09cba,8,0,186,16.85,36.31,181,bot
69782132f31b71b76804519c27592b57,7,0,189,17.12,36.5,189,bot
7b2766f27f026660764785ca0dd8c62c,11,100,18,8.25,19.71,102,bot
66f0250a2f02a969615ac81e453f9adc,0,0,200,17.17,7.76,13,bot
526dc990c3e60fd22aa4efc94a71c0f3,0,0,202,16.7,7.2,2,bot
6bd83d3a13b7d39ecf42010da4feb3,0,0,200,16.81,7.52,0,bot
ca643950285709a46e0c3d5f18011169,0,0,202,17.02,7.53,2,bot
7d170cfd85963e9c09f8b6cf8b0b8150,0,0,201,16.63,7.05,9,bot
6867b938db5f81c5b36be550b22d6563,0,0,200,17.33,7.31,53,bot
b0e6159f909a559427785c0797a66cd5,0,0,200,17.28,7.59,28,bot
af0604e16191e151c6beb4b71c28dbfd,1,0,200,16.56,7.04,0,bot
31af8b2a5449b332111d479479d1adac,1,0,200,17.05,7.3,0,bot
90de6ee9a7c86992a131aa223623cfe,0,0,200,16.43,7.2,8,bot
49ca7c23aa727b70684a5a4832d66e3c,0,0,200,11.34,11.52,31,bot
cc5305e713fd9d84b78869192e5f664a,0,0,200,11.65,11.59,33,bot
aa13c0b9e877fde7287b52fcdc4191a1,0,0,200,12.03,11.52,50,bot
9aaceee40689de42c93343ff06b3894f,1,0,200,11.66,11.56,29,bot
4a02510b41f60b68a38f41615f5f159c,0,0,200,11.65,11.09,33,bot
2abcd635e1d05eaa16b1b76d264e94e1,3,0,200,11.81,11.23,38,bot
dfaaebf064dce46a4dfd7be94d5a4308,1,0,200,11.49,11.19,46,bot
4f98dc02e3336d0f2bbb563e1fddeb40,0,0,200,11.53,11.64,30,bot
73f56b63c23776f8a2c0e9f5030b2b69,1,0,200,12.02,10.97,53,bot
75adfa6a681c7740e55adc200db0c616,0,0,200,11.71,11.09,49,bot
3f95ca0763e1efe02a0ee5e6b38df3ed,2,0,205,12.17,12.02,0,bot
ed2046edd513da26711140d3cdcf4293,2,0,200,11.72,11.99,2,bot
48fb2bb3d143ab83348215b1f19d77d4,0,0,202,12.29,12.63,1,bot
7955465a00534c79e2f1a37e6c4c4655,0,0,206,12.42,12.77,0,bot
ae2898125a40ffa941a0e6b333d68e20,0,0,204,12.15,12.16,0,bot
84f6cd85f2818b5af4448e58838be425,1,0,206,12.24,11.99,1,bot
23ab270786d6e2e1edfb1e79a7d6c792,0,0,205,12.23,12.32,0,bot
33c61a0197a4127166750bcdf9f3843e,0,0,202,12.07,12.33,0,bot
ff10d379c8dfe131fbc0e4f408e7818d,1,0,204,12.34,12.77,1,bot
835319cad3b64be1b0832c747f1f4edd,5,0,201,12.14,13.3,0,bot
d5c557c87c3f1c16bb3a5f7259bf211f,2,0,205,12.17,12.02,0,bot
2d35adcb62fb3d62d47f834802fe8062,2,0,200,11.72,11.99,2,bot
85c3070d00b6ae9765f5e10eb97c1989,0,0,202,12.29,12.63,1,bot
4b292354d396a535ca37457e7f5622d2,0,0,206,12.42,12.77,0,bot
aed130150af3de3b0a34e71d8b85433d,0,0,204,12.15,12.16,0,bot
4f9d1d3423135214aa4926e38f9d857f,1,0,206,12.24,11.99,1,bot
22289c0c17b54a92706f4f10db479ca2,0,0,205,12.23,12.32,0,bot
b9157903b335f180e03de56925eddf57,0,0,202,12.07,12.33,0,bot
fd1aa70304ef2b820fb6306f419e99fb,1,0,204,12.34,12.77,1,bot
bd2135002eb2987ac7f34ad6f7b5d878,5,0,201,12.14,13.3,0,bot
5cb0bc32ae3eab2efadf685ea1072bf2,0,0,0,0.16,13.44,0,bot
6d55203a43a8dbbcaad10e74fc987b9a,0,0,0,0.15,14.12,0,bot
92ebe977c3da4d68ca78bc27a030abd,0,0,0,0.13,13.92,0,bot
93afa1b738658eca7e2a84de798824db,0,0,0,0.13,13.68,0,bot
